clip_name,clip_stem,behavior_class,target_seat_id,scenario_id,window_index,window_start_frame,window_end_frame,window_start_sec,window_end_sec,mid_frame_idx,mid_time_sec,selected_person_idx,seat_mapped_person_idx_mid,selected_matches_mid_mapping,selected_visible_midframe,num_detected_midframe,window_label_7,window_label_binary,active_overlap,active_start_sec,active_end_sec,segment_source,manual_key,video_path,image_path,review_status,target_correct,notes
PN01_passing_note_take02.mp4,PN01_passing_note_take02,passing_note,A2,PN01,2,48,122,1.920998919,4.88253892,85,3.40176892,2,2,TRUE,TRUE,8,normal,normal,0.297297297,4.002081082,8.004162164,manual_clip,PN01_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take02.mp4,images/PN01_passing_note_take02/win_002_midframe_0085.jpg,correct,,
PN01_passing_note_take02.mp4,PN01_passing_note_take02,passing_note,A2,PN01,3,72,146,2.881498379,5.84303838,109,4.36226838,2,2,TRUE,TRUE,8,passing_note,suspicious,0.621621622,4.002081082,8.004162164,manual_clip,PN01_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take02.mp4,images/PN01_passing_note_take02/win_003_midframe_0109.jpg,correct,,
PN01_passing_note_take02.mp4,PN01_passing_note_take02,passing_note,A2,PN01,4,96,170,3.841997839,6.80353784,133,5.322767839,2,2,TRUE,TRUE,8,passing_note,suspicious,0.945945946,4.002081082,8.004162164,manual_clip,PN01_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take02.mp4,images/PN01_passing_note_take02/win_004_midframe_0133.jpg,correct,,
PN01_passing_note_take02.mp4,PN01_passing_note_take02,passing_note,A2,PN01,5,120,194,4.802497299,7.764037299,157,6.283267299,2,2,TRUE,TRUE,8,passing_note,suspicious,1,4.002081082,8.004162164,manual_clip,PN01_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take02.mp4,images/PN01_passing_note_take02/win_005_midframe_0157.jpg,correct,,
PN01_passing_note_take02.mp4,PN01_passing_note_take02,passing_note,A2,PN01,6,144,218,5.762996758,8.724536759,181,7.243766759,2,2,TRUE,TRUE,8,passing_note,suspicious,0.756756757,4.002081082,8.004162164,manual_clip,PN01_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take02.mp4,images/PN01_passing_note_take02/win_006_midframe_0181.jpg,correct,,
PN01_passing_note_take02.mp4,PN01_passing_note_take02,passing_note,A2,PN01,7,168,242,6.723496218,9.685036219,205,8.204266218,2,2,TRUE,TRUE,8,normal,normal,0.432432432,4.002081082,8.004162164,manual_clip,PN01_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take02.mp4,images/PN01_passing_note_take02/win_007_midframe_0205.jpg,correct,,
PN01_passing_note_take03.mp4,PN01_passing_note_take03,passing_note,A3,PN01,0,0,74,0,2.961540001,37,1.48077,4,4,TRUE,TRUE,8,normal,normal,0,4.002081082,8.004162164,manual_clip,PN01_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take03.mp4,images/PN01_passing_note_take03/win_000_midframe_0037.jpg,correct,,
PN01_passing_note_take03.mp4,PN01_passing_note_take03,passing_note,A3,PN01,1,24,98,0.96049946,3.922039461,61,2.44126946,4,4,TRUE,TRUE,8,normal,normal,0,4.002081082,8.004162164,manual_clip,PN01_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take03.mp4,images/PN01_passing_note_take03/win_001_midframe_0061.jpg,correct,,
PN01_passing_note_take03.mp4,PN01_passing_note_take03,passing_note,A3,PN01,2,48,122,1.920998919,4.88253892,85,3.40176892,4,4,TRUE,TRUE,8,normal,normal,0.297297297,4.002081082,8.004162164,manual_clip,PN01_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take03.mp4,images/PN01_passing_note_take03/win_002_midframe_0085.jpg,correct,,
PN01_passing_note_take03.mp4,PN01_passing_note_take03,passing_note,A3,PN01,3,72,146,2.881498379,5.84303838,109,4.36226838,4,4,TRUE,TRUE,8,passing_note,suspicious,0.621621622,4.002081082,8.004162164,manual_clip,PN01_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take03.mp4,images/PN01_passing_note_take03/win_003_midframe_0109.jpg,correct,,
PN01_passing_note_take03.mp4,PN01_passing_note_take03,passing_note,A3,PN01,4,96,170,3.841997839,6.80353784,133,5.322767839,4,4,TRUE,TRUE,8,passing_note,suspicious,0.945945946,4.002081082,8.004162164,manual_clip,PN01_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take03.mp4,images/PN01_passing_note_take03/win_004_midframe_0133.jpg,correct,,
PN01_passing_note_take03.mp4,PN01_passing_note_take03,passing_note,A3,PN01,5,120,194,4.802497299,7.764037299,157,6.283267299,4,4,TRUE,TRUE,8,passing_note,suspicious,1,4.002081082,8.004162164,manual_clip,PN01_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take03.mp4,images/PN01_passing_note_take03/win_005_midframe_0157.jpg,correct,,
PN01_passing_note_take03.mp4,PN01_passing_note_take03,passing_note,A3,PN01,6,144,218,5.762996758,8.724536759,181,7.243766759,4,4,TRUE,TRUE,7,passing_note,suspicious,0.756756757,4.002081082,8.004162164,manual_clip,PN01_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take03.mp4,images/PN01_passing_note_take03/win_006_midframe_0181.jpg,correct,,
PN01_passing_note_take03.mp4,PN01_passing_note_take03,passing_note,A3,PN01,7,168,242,6.723496218,9.685036219,205,8.204266218,4,4,TRUE,TRUE,8,normal,normal,0.432432432,4.002081082,8.004162164,manual_clip,PN01_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take03.mp4,images/PN01_passing_note_take03/win_007_midframe_0205.jpg,correct,,
PN01_passing_note_take06.mp4,PN01_passing_note_take06,passing_note,B2,PN01,0,0,74,0,2.961540001,37,1.48077,3,3,TRUE,TRUE,8,normal,normal,0,3.001560812,7.003641894,manual_clip,PN01_passing_note_take06,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take06.mp4,images/PN01_passing_note_take06/win_000_midframe_0037.jpg,correct,,
PN01_passing_note_take06.mp4,PN01_passing_note_take06,passing_note,B2,PN01,1,24,98,0.96049946,3.922039461,61,2.44126946,3,3,TRUE,TRUE,8,normal,normal,0.310810811,3.001560812,7.003641894,manual_clip,PN01_passing_note_take06,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take06.mp4,images/PN01_passing_note_take06/win_001_midframe_0061.jpg,correct,,
PN01_passing_note_take06.mp4,PN01_passing_note_take06,passing_note,B2,PN01,2,48,122,1.920998919,4.88253892,85,3.40176892,3,3,TRUE,TRUE,8,passing_note,suspicious,0.635135135,3.001560812,7.003641894,manual_clip,PN01_passing_note_take06,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take06.mp4,images/PN01_passing_note_take06/win_002_midframe_0085.jpg,correct,,
PN01_passing_note_take06.mp4,PN01_passing_note_take06,passing_note,B2,PN01,3,72,146,2.881498379,5.84303838,109,4.36226838,3,3,TRUE,TRUE,8,passing_note,suspicious,0.959459459,3.001560812,7.003641894,manual_clip,PN01_passing_note_take06,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take06.mp4,images/PN01_passing_note_take06/win_003_midframe_0109.jpg,correct,,
PN01_passing_note_take06.mp4,PN01_passing_note_take06,passing_note,B2,PN01,4,96,170,3.841997839,6.80353784,133,5.322767839,3,3,TRUE,TRUE,8,passing_note,suspicious,1,3.001560812,7.003641894,manual_clip,PN01_passing_note_take06,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take06.mp4,images/PN01_passing_note_take06/win_004_midframe_0133.jpg,correct,,
PN01_passing_note_take06.mp4,PN01_passing_note_take06,passing_note,B2,PN01,5,120,194,4.802497299,7.764037299,157,6.283267299,3,3,TRUE,TRUE,8,passing_note,suspicious,0.743243243,3.001560812,7.003641894,manual_clip,PN01_passing_note_take06,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take06.mp4,images/PN01_passing_note_take06/win_005_midframe_0157.jpg,correct,,
PN01_passing_note_take06.mp4,PN01_passing_note_take06,passing_note,B2,PN01,6,144,218,5.762996758,8.724536759,181,7.243766759,3,3,TRUE,TRUE,8,normal,normal,0.418918919,3.001560812,7.003641894,manual_clip,PN01_passing_note_take06,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take06.mp4,images/PN01_passing_note_take06/win_006_midframe_0181.jpg,correct,,
PN01_passing_note_take06.mp4,PN01_passing_note_take06,passing_note,B2,PN01,7,168,242,6.723496218,9.685036219,205,8.204266218,3,3,TRUE,TRUE,8,normal,normal,0.094594595,3.001560812,7.003641894,manual_clip,PN01_passing_note_take06,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take06.mp4,images/PN01_passing_note_take06/win_007_midframe_0205.jpg,correct,,
PN01_passing_note_take07.mp4,PN01_passing_note_take07,passing_note,B3,PN01,0,0,74,0,2.961540001,37,1.48077,5,5,TRUE,TRUE,8,normal,normal,0,6.003121623,9.004682435,manual_clip,PN01_passing_note_take07,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take07.mp4,images/PN01_passing_note_take07/win_000_midframe_0037.jpg,correct,,
PN01_passing_note_take07.mp4,PN01_passing_note_take07,passing_note,B3,PN01,1,24,98,0.96049946,3.922039461,61,2.44126946,5,5,TRUE,TRUE,8,normal,normal,0,6.003121623,9.004682435,manual_clip,PN01_passing_note_take07,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take07.mp4,images/PN01_passing_note_take07/win_001_midframe_0061.jpg,correct,,
PN01_passing_note_take07.mp4,PN01_passing_note_take07,passing_note,B3,PN01,2,48,122,1.920998919,4.88253892,85,3.40176892,5,5,TRUE,TRUE,8,normal,normal,0,6.003121623,9.004682435,manual_clip,PN01_passing_note_take07,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take07.mp4,images/PN01_passing_note_take07/win_002_midframe_0085.jpg,correct,,
PN01_passing_note_take07.mp4,PN01_passing_note_take07,passing_note,B3,PN01,3,72,146,2.881498379,5.84303838,109,4.36226838,5,5,TRUE,TRUE,8,normal,normal,0,6.003121623,9.004682435,manual_clip,PN01_passing_note_take07,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take07.mp4,images/PN01_passing_note_take07/win_003_midframe_0109.jpg,correct,,
PN01_passing_note_take07.mp4,PN01_passing_note_take07,passing_note,B3,PN01,4,96,170,3.841997839,6.80353784,133,5.322767839,5,5,TRUE,TRUE,8,normal,normal,0.27027027,6.003121623,9.004682435,manual_clip,PN01_passing_note_take07,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take07.mp4,images/PN01_passing_note_take07/win_004_midframe_0133.jpg,correct,,
PN01_passing_note_take07.mp4,PN01_passing_note_take07,passing_note,B3,PN01,5,120,194,4.802497299,7.764037299,157,6.283267299,5,5,TRUE,TRUE,8,normal,normal,0.594594595,6.003121623,9.004682435,manual_clip,PN01_passing_note_take07,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take07.mp4,images/PN01_passing_note_take07/win_005_midframe_0157.jpg,correct,,
PN01_passing_note_take07.mp4,PN01_passing_note_take07,passing_note,B3,PN01,6,144,218,5.762996758,8.724536759,181,7.243766759,5,5,TRUE,TRUE,8,passing_note,suspicious,0.918918919,6.003121623,9.004682435,manual_clip,PN01_passing_note_take07,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take07.mp4,images/PN01_passing_note_take07/win_006_midframe_0181.jpg,correct,,
PN01_passing_note_take07.mp4,PN01_passing_note_take07,passing_note,B3,PN01,7,168,242,6.723496218,9.685036219,205,8.204266218,5,5,TRUE,TRUE,8,passing_note,suspicious,0.77027027,6.003121623,9.004682435,manual_clip,PN01_passing_note_take07,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN01_passing_note_take07.mp4,images/PN01_passing_note_take07/win_007_midframe_0205.jpg,correct,,
PN02_passing_note_take01.mp4,PN02_passing_note_take01,passing_note,A4,PN02,0,0,74,0,2.960947503,37,1.480473752,6,6,TRUE,TRUE,8,normal,normal,0,4.00128041,8.002560819,manual_clip,PN02_passing_note_take01,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take01.mp4,images/PN02_passing_note_take01/win_000_midframe_0037.jpg,correct,,
PN02_passing_note_take01.mp4,PN02_passing_note_take01,passing_note,A4,PN02,1,24,98,0.960307298,3.921254802,61,2.44078105,6,6,TRUE,TRUE,8,normal,normal,0,4.00128041,8.002560819,manual_clip,PN02_passing_note_take01,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take01.mp4,images/PN02_passing_note_take01/win_001_midframe_0061.jpg,correct,,
PN02_passing_note_take01.mp4,PN02_passing_note_take01,passing_note,A4,PN02,2,48,122,1.920614597,4.8815621,85,3.401088348,6,6,TRUE,TRUE,8,normal,normal,0.297297297,4.00128041,8.002560819,manual_clip,PN02_passing_note_take01,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take01.mp4,images/PN02_passing_note_take01/win_002_midframe_0085.jpg,correct,,
PN02_passing_note_take01.mp4,PN02_passing_note_take01,passing_note,A4,PN02,3,72,146,2.880921895,5.841869398,109,4.361395647,6,6,TRUE,TRUE,8,passing_note,suspicious,0.621621622,4.00128041,8.002560819,manual_clip,PN02_passing_note_take01,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take01.mp4,images/PN02_passing_note_take01/win_003_midframe_0109.jpg,correct,,
PN02_passing_note_take01.mp4,PN02_passing_note_take01,passing_note,A4,PN02,4,96,170,3.841229193,6.802176697,133,5.321702945,6,6,TRUE,TRUE,8,passing_note,suspicious,0.945945946,4.00128041,8.002560819,manual_clip,PN02_passing_note_take01,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take01.mp4,images/PN02_passing_note_take01/win_004_midframe_0133.jpg,correct,,
PN02_passing_note_take01.mp4,PN02_passing_note_take01,passing_note,A4,PN02,5,120,194,4.801536492,7.762483995,157,6.282010243,6,6,TRUE,TRUE,8,passing_note,suspicious,1,4.00128041,8.002560819,manual_clip,PN02_passing_note_take01,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take01.mp4,images/PN02_passing_note_take01/win_005_midframe_0157.jpg,correct,,
PN02_passing_note_take01.mp4,PN02_passing_note_take01,passing_note,A4,PN02,6,144,218,5.76184379,8.722791293,181,7.242317542,6,6,TRUE,TRUE,8,passing_note,suspicious,0.756756757,4.00128041,8.002560819,manual_clip,PN02_passing_note_take01,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take01.mp4,images/PN02_passing_note_take01/win_006_midframe_0181.jpg,correct,,
PN02_passing_note_take01.mp4,PN02_passing_note_take01,passing_note,A4,PN02,7,168,242,6.722151088,9.683098592,205,8.20262484,6,6,TRUE,TRUE,8,normal,normal,0.432432432,4.00128041,8.002560819,manual_clip,PN02_passing_note_take01,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take01.mp4,images/PN02_passing_note_take01/win_007_midframe_0205.jpg,correct,,
PN02_passing_note_take02.mp4,PN02_passing_note_take02,passing_note,A3,PN02,0,0,74,0,2.960947503,37,1.480473752,4,4,TRUE,TRUE,8,normal,normal,0,4.00128041,9.002880922,manual_clip,PN02_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take02.mp4,images/PN02_passing_note_take02/win_000_midframe_0037.jpg,correct,,
PN02_passing_note_take02.mp4,PN02_passing_note_take02,passing_note,A3,PN02,1,24,98,0.960307298,3.921254802,61,2.44078105,4,4,TRUE,TRUE,8,normal,normal,0,4.00128041,9.002880922,manual_clip,PN02_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take02.mp4,images/PN02_passing_note_take02/win_001_midframe_0061.jpg,correct,,
PN02_passing_note_take02.mp4,PN02_passing_note_take02,passing_note,A3,PN02,2,48,122,1.920614597,4.8815621,85,3.401088348,4,4,TRUE,TRUE,8,normal,normal,0.297297297,4.00128041,9.002880922,manual_clip,PN02_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take02.mp4,images/PN02_passing_note_take02/win_002_midframe_0085.jpg,correct,,
PN02_passing_note_take02.mp4,PN02_passing_note_take02,passing_note,A3,PN02,3,72,146,2.880921895,5.841869398,109,4.361395647,4,4,TRUE,TRUE,8,passing_note,suspicious,0.621621622,4.00128041,9.002880922,manual_clip,PN02_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take02.mp4,images/PN02_passing_note_take02/win_003_midframe_0109.jpg,correct,,
PN02_passing_note_take02.mp4,PN02_passing_note_take02,passing_note,A3,PN02,4,96,170,3.841229193,6.802176697,133,5.321702945,4,4,TRUE,TRUE,8,passing_note,suspicious,0.945945946,4.00128041,9.002880922,manual_clip,PN02_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take02.mp4,images/PN02_passing_note_take02/win_004_midframe_0133.jpg,correct,,
PN02_passing_note_take02.mp4,PN02_passing_note_take02,passing_note,A3,PN02,5,120,194,4.801536492,7.762483995,157,6.282010243,4,4,TRUE,TRUE,8,passing_note,suspicious,1,4.00128041,9.002880922,manual_clip,PN02_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take02.mp4,images/PN02_passing_note_take02/win_005_midframe_0157.jpg,correct,,
PN02_passing_note_take02.mp4,PN02_passing_note_take02,passing_note,A3,PN02,6,144,218,5.76184379,8.722791293,181,7.242317542,4,4,TRUE,TRUE,8,passing_note,suspicious,1,4.00128041,9.002880922,manual_clip,PN02_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take02.mp4,images/PN02_passing_note_take02/win_006_midframe_0181.jpg,correct,,
PN02_passing_note_take02.mp4,PN02_passing_note_take02,passing_note,A3,PN02,7,168,242,6.722151088,9.683098592,205,8.20262484,4,4,TRUE,TRUE,8,passing_note,suspicious,0.77027027,4.00128041,9.002880922,manual_clip,PN02_passing_note_take02,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take02.mp4,images/PN02_passing_note_take02/win_007_midframe_0205.jpg,correct,,
PN02_passing_note_take03.mp4,PN02_passing_note_take03,passing_note,A2,PN02,0,0,74,0,2.960947503,37,1.480473752,2,2,TRUE,TRUE,8,normal,normal,0,4.00128041,9.002880922,manual_clip,PN02_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take03.mp4,images/PN02_passing_note_take03/win_000_midframe_0037.jpg,correct,,
PN02_passing_note_take03.mp4,PN02_passing_note_take03,passing_note,A2,PN02,1,24,98,0.960307298,3.921254802,61,2.44078105,2,2,TRUE,TRUE,8,normal,normal,0,4.00128041,9.002880922,manual_clip,PN02_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take03.mp4,images/PN02_passing_note_take03/win_001_midframe_0061.jpg,correct,,
PN02_passing_note_take03.mp4,PN02_passing_note_take03,passing_note,A2,PN02,2,48,122,1.920614597,4.8815621,85,3.401088348,2,2,TRUE,TRUE,8,normal,normal,0.297297297,4.00128041,9.002880922,manual_clip,PN02_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take03.mp4,images/PN02_passing_note_take03/win_002_midframe_0085.jpg,correct,,
PN02_passing_note_take03.mp4,PN02_passing_note_take03,passing_note,A2,PN02,3,72,146,2.880921895,5.841869398,109,4.361395647,2,2,TRUE,TRUE,8,passing_note,suspicious,0.621621622,4.00128041,9.002880922,manual_clip,PN02_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take03.mp4,images/PN02_passing_note_take03/win_003_midframe_0109.jpg,correct,,
PN02_passing_note_take03.mp4,PN02_passing_note_take03,passing_note,A2,PN02,4,96,170,3.841229193,6.802176697,133,5.321702945,2,2,TRUE,TRUE,8,passing_note,suspicious,0.945945946,4.00128041,9.002880922,manual_clip,PN02_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take03.mp4,images/PN02_passing_note_take03/win_004_midframe_0133.jpg,correct,,
PN02_passing_note_take03.mp4,PN02_passing_note_take03,passing_note,A2,PN02,5,120,194,4.801536492,7.762483995,157,6.282010243,2,2,TRUE,TRUE,8,passing_note,suspicious,1,4.00128041,9.002880922,manual_clip,PN02_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take03.mp4,images/PN02_passing_note_take03/win_005_midframe_0157.jpg,correct,,
PN02_passing_note_take03.mp4,PN02_passing_note_take03,passing_note,A2,PN02,6,144,218,5.76184379,8.722791293,181,7.242317542,2,2,TRUE,TRUE,8,passing_note,suspicious,1,4.00128041,9.002880922,manual_clip,PN02_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take03.mp4,images/PN02_passing_note_take03/win_006_midframe_0181.jpg,correct,,
PN02_passing_note_take03.mp4,PN02_passing_note_take03,passing_note,A2,PN02,7,168,242,6.722151088,9.683098592,205,8.20262484,2,2,TRUE,TRUE,8,passing_note,suspicious,0.77027027,4.00128041,9.002880922,manual_clip,PN02_passing_note_take03,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take03.mp4,images/PN02_passing_note_take03/win_007_midframe_0205.jpg,correct,,
PN02_passing_note_take06.mp4,PN02_passing_note_take06,passing_note,B3,PN02,0,0,74,0,2.960947503,37,1.480473752,5,6,FALSE,TRUE,7,normal,normal,0,4.00128041,8.002560819,manual_clip,PN02_passing_note_take06,/home/sagemaker-user/exam_proctoring_dataset/02_clips/passing_note/PN02_passing_note_take06.mp4,images/PN02_passing_note_take06/win_000_midframe_0037.jpg,exclude,,"mismatch+ its should be B3 , box is on b4"
