time_sec,frame,track_id,label,prob,is_flagged,bbox_x1,bbox_y1,bbox_x2,bbox_y2
20.0,600,4,normal,1.0,False,885,565,1138,789
20.0,600,5,normal,1.0,False,1131,640,1438,1040
20.0,600,6,normal,0.99,False,1307,586,1558,790
20.0,600,7,normal,1.0,False,1659,649,1919,1072
21.0,630,1,normal,0.928,False,18,618,451,1072
21.0,630,2,lateral_movement,0.505,False,450,562,715,762
21.0,630,3,normal,1.0,False,629,720,872,971
21.0,630,4,normal,1.0,False,885,564,1137,786
21.0,630,5,normal,1.0,False,1131,642,1443,1036
21.0,630,6,normal,0.998,False,1305,586,1558,791
21.0,630,7,normal,0.984,False,1659,650,1919,1075
22.0,660,1,normal,0.993,False,19,615,453,1072
22.0,660,2,normal,0.981,False,449,562,715,764
22.0,660,3,normal,1.0,False,635,716,875,970
22.0,660,4,normal,1.0,False,885,565,1137,788
22.0,660,5,normal,1.0,False,1131,643,1441,1048
22.0,660,6,normal,0.86,False,1305,585,1559,790
22.0,660,7,normal,0.993,False,1659,651,1919,1074
23.0,690,1,normal,0.999,False,48,640,405,1077
23.0,690,2,normal,0.995,False,444,562,715,767
23.0,690,3,normal,0.988,False,637,716,874,970
23.0,690,4,normal,1.0,False,885,564,1137,788
23.0,690,5,normal,1.0,False,1136,650,1452,1062
23.0,690,6,normal,1.0,False,1354,589,1557,790
23.0,690,7,normal,0.999,False,1658,650,1919,1073
24.0,720,1,normal,0.998,False,70,638,405,1079
24.0,720,2,normal,0.985,False,445,563,714,768
24.0,720,3,normal,0.979,False,631,717,873,971
24.0,720,4,normal,0.998,False,885,565,1136,789
24.0,720,5,normal,1.0,False,1223,661,1501,970
24.0,720,6,normal,1.0,False,1289,586,1559,787
24.0,720,7,normal,0.938,False,1635,660,1920,1072
25.0,750,1,normal,0.997,False,74,639,405,1079
25.0,750,2,normal,0.948,False,446,561,715,764
25.0,750,3,normal,0.995,False,635,717,874,971
25.0,750,4,normal,0.999,False,886,565,1137,789
25.0,750,5,normal,1.0,False,1203,657,1496,971
25.0,750,6,normal,0.999,False,1290,588,1559,787
25.0,750,7,normal,0.999,False,1626,663,1920,1059
26.0,780,1,lateral_movement,0.999,False,78,639,406,1080
26.0,780,2,normal,1.0,False,437,561,719,765
26.0,780,3,normal,0.999,False,632,717,873,970
26.0,780,4,normal,1.0,False,885,562,1137,793
26.0,780,5,normal,1.0,False,1130,647,1457,1040
26.0,780,6,normal,1.0,False,1314,585,1559,791
26.0,780,7,normal,0.984,False,1656,653,1919,1077
27.0,810,1,lateral_movement,0.931,False,74,639,405,1079
27.0,810,2,normal,1.0,False,435,560,722,787
27.0,810,3,normal,0.999,False,636,718,873,968
27.0,810,4,normal,0.999,False,885,561,1137,788
27.0,810,5,normal,0.868,False,1135,645,1446,1028
27.0,810,6,normal,0.84,False,1316,585,1558,791
27.0,810,7,normal,0.956,False,1657,655,1919,1075
28.0,840,1,normal,0.956,False,77,638,406,1079
28.0,840,2,normal,1.0,False,434,555,718,802
28.0,840,3,normal,1.0,False,638,719,874,969
28.0,840,4,normal,0.994,False,840,559,1136,782
28.0,840,5,normal,0.999,False,1136,644,1452,1021
28.0,840,6,normal,0.924,False,1316,585,1558,791
28.0,840,7,normal,0.982,False,1656,654,1919,1075
29.0,870,1,normal,0.976,False,79,635,406,1080
29.0,870,2,normal,0.984,False,441,556,722,790
29.0,870,3,normal,1.0,False,639,722,875,969
29.0,870,4,normal,0.995,False,835,560,1137,783
29.0,870,5,normal,1.0,False,1136,646,1445,1022
29.0,870,6,normal,0.967,False,1316,585,1558,791
29.0,870,7,normal,0.944,False,1656,652,1919,1076
30.0,900,1,normal,1.0,False,75,635,406,1080
30.0,900,2,normal,0.981,False,436,556,733,802
30.0,900,3,normal,1.0,False,637,719,875,970
30.0,900,4,normal,0.84,False,895,561,1136,778
30.0,900,5,normal,1.0,False,1136,646,1447,1015
30.0,900,6,normal,1.0,False,1317,585,1558,791
30.0,900,7,normal,1.0,False,1656,651,1919,1078
31.0,930,1,normal,1.0,False,80,635,406,1080
31.0,930,2,normal,0.999,False,438,569,702,765
31.0,930,3,normal,1.0,False,637,720,876,970
31.0,930,4,normal,0.998,False,883,561,1136,791
31.0,930,5,normal,1.0,False,1137,645,1446,1022
31.0,930,6,normal,1.0,False,1318,583,1558,791
31.0,930,7,normal,1.0,False,1656,652,1919,1078
32.0,960,1,normal,0.998,False,72,636,405,1080
32.0,960,2,normal,0.999,False,441,569,703,760
32.0,960,3,normal,1.0,False,624,709,877,972
32.0,960,4,normal,0.998,False,882,561,1137,791
32.0,960,5,normal,1.0,False,1139,646,1444,1022
32.0,960,6,normal,1.0,False,1314,563,1547,791
32.0,960,7,normal,1.0,False,1656,651,1919,1078
33.0,990,1,normal,0.988,False,63,635,405,1080
33.0,990,2,normal,0.997,False,440,571,703,760
33.0,990,3,normal,1.0,False,646,701,879,971
33.0,990,4,normal,1.0,False,882,562,1137,789
33.0,990,5,normal,1.0,False,1141,646,1442,1025
33.0,990,6,normal,1.0,False,1312,540,1541,767
33.0,990,7,normal,1.0,False,1657,651,1919,1078
34.0,1020,1,head_turn,0.695,False,56,634,405,1080
34.0,1020,2,normal,0.862,False,440,571,703,761
34.0,1020,3,normal,0.987,False,647,713,879,971
34.0,1020,4,normal,0.985,False,882,562,1137,790
34.0,1020,5,normal,1.0,False,1142,643,1441,1024
34.0,1020,6,normal,1.0,False,1315,548,1531,773
34.0,1020,7,normal,0.991,False,1657,652,1919,1078
35.0,1050,1,lateral_movement,0.875,False,49,635,406,1080
35.0,1050,2,normal,0.998,False,444,572,703,765
35.0,1050,3,head_turn,0.745,False,646,712,880,971
35.0,1050,4,head_turn,0.712,False,883,562,1137,789
35.0,1050,5,normal,1.0,False,1141,646,1440,1027
35.0,1050,6,normal,0.888,False,1312,575,1548,788
35.0,1050,7,lateral_movement,0.561,False,1650,658,1919,1076
36.0,1080,1,normal,1.0,False,76,635,406,1079
36.0,1080,2,normal,1.0,False,438,571,704,766
36.0,1080,3,normal,0.944,False,647,711,878,971
36.0,1080,4,normal,0.998,False,882,562,1137,789
36.0,1080,5,normal,1.0,False,1143,645,1443,1027
36.0,1080,6,normal,0.993,False,1317,591,1550,791
36.0,1080,7,normal,1.0,False,1663,658,1919,1072
37.0,1110,1,normal,1.0,False,77,633,407,1080
37.0,1110,2,normal,1.0,False,441,571,704,762
37.0,1110,3,normal,1.0,False,646,714,880,971
37.0,1110,4,normal,0.998,False,883,562,1137,787
37.0,1110,5,normal,1.0,False,1145,647,1450,1026
37.0,1110,6,normal,0.997,False,1244,591,1551,790
37.0,1110,7,normal,1.0,False,1673,657,1919,1074
38.0,1140,1,normal,1.0,False,76,633,407,1079
38.0,1140,2,normal,1.0,False,442,571,704,763
38.0,1140,3,normal,0.999,False,647,712,880,971
38.0,1140,4,normal,0.918,False,883,563,1136,788
38.0,1140,5,normal,1.0,False,1143,650,1443,1025
38.0,1140,6,normal,0.999,False,1341,592,1551,791
38.0,1140,7,normal,1.0,False,1672,655,1919,1074
39.0,1170,1,lateral_movement,0.951,False,79,631,407,1080
39.0,1170,2,normal,0.977,False,441,571,704,762
39.0,1170,3,normal,1.0,False,649,709,881,971
39.0,1170,4,lateral_movement,0.915,False,883,562,1137,789
39.0,1170,5,normal,0.977,False,1135,644,1447,1018
39.0,1170,6,normal,0.992,False,1337,592,1550,790
39.0,1170,7,normal,0.95,False,1673,654,1919,1076
40.0,1200,1,lateral_movement,0.983,True,73,632,406,1080
40.0,1200,2,normal,0.998,False,441,570,703,763
40.0,1200,3,normal,0.996,False,650,709,881,971
40.0,1200,4,lateral_movement,0.914,False,883,564,1137,786
40.0,1200,5,normal,0.99,False,1136,642,1441,1021
40.0,1200,6,normal,0.998,False,1316,592,1551,789
40.0,1200,7,normal,0.811,False,1672,654,1919,1076
41.0,1230,1,lateral_movement,0.999,True,74,634,406,1080
41.0,1230,2,lateral_movement,0.999,False,446,570,704,761
41.0,1230,3,normal,0.998,False,648,709,881,971
41.0,1230,4,lateral_movement,0.974,True,883,562,1137,789
41.0,1230,5,normal,1.0,False,1135,639,1445,1013
41.0,1230,6,normal,0.998,False,1315,591,1550,791
41.0,1230,7,normal,1.0,False,1672,655,1919,1077
42.0,1260,1,normal,0.992,False,78,634,405,1080
42.0,1260,2,normal,1.0,False,447,571,703,761
42.0,1260,3,normal,1.0,False,651,710,880,971
42.0,1260,4,normal,0.99,False,882,563,1136,789
42.0,1260,5,normal,1.0,False,1136,646,1444,1019
42.0,1260,6,normal,0.944,False,1316,590,1550,790
42.0,1260,7,normal,1.0,False,1671,655,1919,1076
43.0,1290,1,normal,0.993,False,71,633,404,1080
43.0,1290,2,normal,1.0,False,443,570,703,762
43.0,1290,3,normal,1.0,False,649,711,879,971
43.0,1290,4,normal,0.879,False,882,561,1136,788
43.0,1290,5,normal,1.0,False,1138,646,1445,1020
43.0,1290,6,normal,0.884,False,1315,590,1550,789
43.0,1290,7,normal,0.923,False,1672,654,1919,1076
44.0,1320,1,normal,0.989,False,72,633,405,1080
44.0,1320,2,normal,1.0,False,446,571,703,760
44.0,1320,3,normal,0.999,False,649,715,880,971
44.0,1320,4,normal,0.999,False,883,562,1137,787
44.0,1320,5,normal,1.0,False,1139,646,1443,1020
44.0,1320,6,normal,0.993,False,1315,591,1550,790
44.0,1320,7,normal,0.998,False,1673,654,1919,1076
45.0,1350,1,normal,0.863,False,81,631,406,1080
45.0,1350,2,normal,1.0,False,446,570,703,761
45.0,1350,3,normal,0.997,False,646,714,879,970
45.0,1350,4,normal,0.862,False,880,556,1262,800
45.0,1350,5,normal,1.0,False,1139,648,1443,1022
45.0,1350,6,normal,0.991,False,1315,589,1550,791
45.0,1350,7,normal,0.997,False,1672,655,1919,1077
46.0,1380,1,normal,1.0,False,78,632,406,1080
46.0,1380,2,normal,1.0,False,453,571,703,761
46.0,1380,3,normal,1.0,False,647,715,879,970
46.0,1380,4,normal,1.0,False,880,556,1255,794
46.0,1380,5,normal,1.0,False,1140,649,1441,1018
46.0,1380,6,normal,1.0,False,1316,560,1545,789
46.0,1380,7,normal,1.0,False,1672,654,1919,1076
47.0,1410,1,normal,1.0,False,74,633,404,1080
47.0,1410,2,normal,1.0,False,459,570,703,760
47.0,1410,3,normal,1.0,False,646,714,879,971
47.0,1410,4,normal,1.0,False,881,560,1135,790
47.0,1410,5,normal,1.0,False,1142,644,1442,1022
47.0,1410,6,normal,1.0,False,1325,577,1549,791
47.0,1410,7,normal,1.0,False,1672,654,1919,1078
48.0,1440,1,normal,1.0,False,72,634,405,1080
48.0,1440,2,normal,1.0,False,445,570,702,766
48.0,1440,3,normal,0.999,False,639,663,880,972
48.0,1440,4,normal,1.0,False,882,564,1136,789
48.0,1440,5,normal,1.0,False,1144,646,1442,1024
48.0,1440,6,normal,1.0,False,1327,587,1550,790
48.0,1440,7,normal,1.0,False,1672,654,1919,1076
49.0,1470,1,normal,1.0,False,48,608,405,1079
49.0,1470,2,normal,1.0,False,448,568,696,762
49.0,1470,3,normal,1.0,False,616,626,875,972
49.0,1470,4,lateral_movement,0.959,False,882,563,1136,792
49.0,1470,5,normal,0.998,False,1145,646,1442,1023
49.0,1470,6,normal,0.986,False,1329,586,1550,788
49.0,1470,7,normal,1.0,False,1672,654,1919,1077
50.0,1500,1,normal,0.916,False,76,629,443,1075
50.0,1500,3,normal,1.0,False,577,657,845,954
50.0,1500,4,normal,1.0,False,882,564,1137,798
50.0,1500,5,normal,0.84,False,1145,647,1442,1026
50.0,1500,6,normal,0.99,False,1337,587,1550,790
50.0,1500,7,normal,0.932,False,1672,654,1919,1077
51.0,1530,1,normal,0.997,False,59,626,438,1075
51.0,1530,3,normal,1.0,False,577,651,858,970
51.0,1530,4,normal,1.0,False,883,565,1137,794
51.0,1530,5,normal,0.995,False,1146,648,1448,1024
51.0,1530,6,normal,1.0,False,1310,587,1550,790
51.0,1530,7,normal,0.999,False,1671,653,1919,1075
52.0,1560,1,normal,0.999,False,30,619,441,1075
52.0,1560,3,normal,1.0,False,574,640,862,970
52.0,1560,4,normal,1.0,False,884,567,1137,794
52.0,1560,5,normal,1.0,False,1146,648,1449,1024
52.0,1560,6,normal,1.0,False,1300,589,1551,790
52.0,1560,7,normal,1.0,False,1670,654,1919,1075
53.0,1590,1,normal,1.0,False,97,632,414,1078
53.0,1590,2,normal,0.996,False,438,565,695,765
53.0,1590,3,normal,0.998,False,619,649,856,972
53.0,1590,4,normal,0.994,False,882,565,1137,797
53.0,1590,5,normal,1.0,False,1148,648,1445,1024
53.0,1590,7,normal,1.0,False,1671,654,1919,1075
54.0,1620,1,normal,1.0,False,99,635,416,1079
54.0,1620,2,normal,0.979,False,442,564,701,772
54.0,1620,3,normal,0.998,False,638,672,875,970
54.0,1620,4,normal,0.979,False,883,565,1137,786
54.0,1620,5,normal,1.0,False,1147,650,1447,1023
54.0,1620,7,normal,1.0,False,1671,653,1919,1075
55.0,1650,1,normal,0.972,False,90,636,414,1079
55.0,1650,2,normal,0.951,False,443,566,701,764
55.0,1650,3,normal,0.999,False,629,675,877,971
55.0,1650,4,normal,0.982,False,883,566,1137,787
55.0,1650,5,normal,1.0,False,1146,648,1445,1023
55.0,1650,7,normal,0.999,False,1670,654,1919,1074
56.0,1680,1,lateral_movement,0.977,False,93,637,413,1079
56.0,1680,2,head_turn,0.919,False,444,565,701,769
56.0,1680,3,normal,0.998,False,624,673,878,972
56.0,1680,4,normal,0.977,False,882,565,1138,789
56.0,1680,5,normal,0.995,False,1137,642,1441,1021
56.0,1680,8,normal,0.998,False,1316,589,1551,791
56.0,1680,7,normal,0.997,False,1670,653,1919,1074
57.0,1710,1,lateral_movement,0.961,False,79,638,414,1079
57.0,1710,2,normal,0.998,False,444,567,702,767
57.0,1710,3,normal,1.0,False,622,674,878,972
57.0,1710,4,normal,0.828,False,883,568,1137,791
57.0,1710,5,normal,0.989,False,1137,642,1446,1021
57.0,1710,8,normal,1.0,False,1317,590,1551,790
57.0,1710,7,normal,0.947,False,1670,654,1919,1076
58.0,1740,1,normal,0.999,False,52,637,415,1079
58.0,1740,2,normal,1.0,False,444,565,702,765
58.0,1740,3,normal,1.0,False,614,676,878,975
58.0,1740,4,normal,1.0,False,883,566,1138,793
58.0,1740,5,normal,1.0,False,1137,643,1446,1022
58.0,1740,8,normal,1.0,False,1317,590,1551,790
58.0,1740,7,normal,1.0,False,1671,655,1919,1075
59.0,1770,1,normal,1.0,False,53,636,415,1079
59.0,1770,2,normal,1.0,False,446,564,700,769
59.0,1770,3,normal,1.0,False,622,674,878,972
59.0,1770,4,normal,1.0,False,883,566,1137,794
59.0,1770,5,normal,1.0,False,1139,644,1448,1021
59.0,1770,8,normal,1.0,False,1317,590,1551,790
59.0,1770,7,normal,1.0,False,1670,655,1919,1075
60.0,1800,1,normal,0.998,False,63,630,414,1079
60.0,1800,2,normal,1.0,False,446,564,700,774
60.0,1800,3,normal,1.0,False,624,676,877,972
60.0,1800,4,normal,0.982,False,883,565,1137,793
60.0,1800,5,normal,1.0,False,1139,645,1442,1025
60.0,1800,8,normal,1.0,False,1317,588,1552,790
60.0,1800,7,normal,1.0,False,1672,655,1919,1076
61.0,1830,1,normal,1.0,False,57,631,415,1079
61.0,1830,2,normal,1.0,False,444,562,701,771
61.0,1830,3,normal,1.0,False,621,676,878,972
61.0,1830,4,normal,0.978,False,883,564,1138,795
61.0,1830,5,normal,1.0,False,1141,644,1443,1020
61.0,1830,8,normal,1.0,False,1317,590,1551,790
61.0,1830,7,normal,1.0,False,1671,654,1919,1075
62.0,1860,1,normal,1.0,False,63,634,414,1079
62.0,1860,2,normal,1.0,False,446,565,700,765
62.0,1860,3,normal,1.0,False,635,677,878,969
62.0,1860,4,normal,0.83,False,882,559,1136,788
62.0,1860,5,normal,1.0,False,1142,645,1442,1033
62.0,1860,8,normal,1.0,False,1316,590,1551,791
62.0,1860,7,normal,1.0,False,1676,652,1920,1064
63.0,1890,1,normal,0.981,False,12,628,416,1080
63.0,1890,2,normal,1.0,False,444,564,703,772
63.0,1890,3,normal,1.0,False,624,674,876,972
63.0,1890,4,normal,0.998,False,881,557,1136,793
63.0,1890,5,normal,1.0,False,1145,645,1440,1072
63.0,1890,8,normal,0.999,False,1223,591,1551,789
63.0,1890,7,normal,1.0,False,1541,651,1920,1077
64.0,1920,1,lateral_movement,1.0,False,18,630,416,1079
64.0,1920,2,normal,0.986,False,448,565,701,768
64.0,1920,3,normal,1.0,False,620,675,878,973
64.0,1920,4,normal,0.847,False,882,565,1137,791
64.0,1920,5,normal,1.0,False,1144,645,1441,1024
64.0,1920,8,normal,1.0,False,1338,588,1550,790
64.0,1920,7,normal,1.0,False,1497,652,1920,1066
65.0,1950,1,lateral_movement,1.0,False,20,630,415,1079
65.0,1950,2,normal,0.912,False,451,562,700,770
65.0,1950,3,normal,0.992,False,618,676,878,973
65.0,1950,4,lateral_movement,1.0,False,881,562,1135,793
65.0,1950,8,normal,1.0,False,1287,555,1543,780
65.0,1950,7,normal,0.999,False,1531,652,1920,1069
66.0,1980,1,normal,0.976,False,20,629,414,1079
66.0,1980,2,normal,0.99,False,451,559,700,776
66.0,1980,3,normal,0.99,False,620,676,877,973
66.0,1980,4,lateral_movement,0.975,False,882,563,1136,791
66.0,1980,5,normal,0.895,False,1174,642,1456,1012
66.0,1980,8,normal,0.922,False,1233,534,1521,777
66.0,1980,7,normal,0.997,False,1652,655,1919,1076
67.0,2010,1,normal,0.881,False,19,631,413,1080
67.0,2010,2,normal,0.967,False,451,558,702,779
67.0,2010,3,normal,0.999,False,606,677,878,981
67.0,2010,4,normal,0.876,False,882,565,1136,790
67.0,2010,5,lateral_movement,0.94,False,1136,638,1438,1025
67.0,2010,8,lateral_movement,0.938,False,1241,534,1522,767
67.0,2010,7,normal,0.854,False,1670,655,1919,1072
68.0,2040,1,normal,0.995,False,85,633,411,1079
68.0,2040,2,normal,0.953,False,453,557,702,775
68.0,2040,3,normal,0.997,False,615,676,876,974
68.0,2040,4,lateral_movement,0.879,False,882,566,1136,791
68.0,2040,5,lateral_movement,0.898,False,1132,657,1445,1025
68.0,2040,8,lateral_movement,0.975,False,1246,540,1549,785
68.0,2040,7,normal,0.947,False,1670,654,1919,1071
69.0,2070,1,normal,0.999,False,93,633,411,1078
69.0,2070,2,normal,0.804,False,451,558,702,774
69.0,2070,3,normal,1.0,False,606,676,879,981
69.0,2070,4,lateral_movement,0.734,True,882,568,1136,789
69.0,2070,5,normal,0.997,False,1130,646,1441,1023
69.0,2070,8,lateral_movement,0.981,False,1266,575,1546,792
69.0,2070,7,lateral_movement,0.96,False,1671,654,1919,1071
70.0,2100,1,normal,1.0,False,94,633,411,1076
70.0,2100,2,normal,0.926,False,448,553,702,784
70.0,2100,3,normal,0.992,False,605,676,880,980
70.0,2100,4,head_turn,0.748,True,882,568,1137,789
70.0,2100,5,normal,1.0,False,1138,646,1453,1023
70.0,2100,8,lateral_movement,0.963,True,1336,586,1550,790
70.0,2100,7,normal,0.852,False,1671,653,1919,1074
71.0,2130,1,normal,0.916,False,94,632,411,1078
71.0,2130,2,head_turn,0.892,False,449,553,700,781
71.0,2130,3,normal,0.992,False,613,678,879,975
71.0,2130,4,head_turn,0.567,True,882,568,1136,787
71.0,2130,5,normal,1.0,False,1144,653,1462,1040
71.0,2130,8,lateral_movement,0.896,True,1348,590,1550,789
71.0,2130,7,normal,0.993,False,1659,650,1920,1064
72.0,2160,1,normal,0.958,False,94,630,411,1074
72.0,2160,2,normal,0.994,False,451,554,702,779
72.0,2160,3,lateral_movement,0.562,False,614,678,878,974
72.0,2160,4,lateral_movement,0.572,True,883,566,1136,787
72.0,2160,5,normal,0.996,False,1148,637,1464,1013
72.0,2160,8,lateral_movement,0.569,True,1391,593,1552,790
72.0,2160,7,normal,1.0,False,1649,651,1919,1076
73.0,2190,1,normal,0.989,False,86,628,410,1077
73.0,2190,2,head_turn,0.883,False,449,556,700,776
73.0,2190,3,lateral_movement,0.943,False,602,659,875,981
73.0,2190,4,lateral_movement,0.75,True,884,566,1136,791
73.0,2190,5,normal,0.916,False,1152,632,1463,1015
73.0,2190,8,normal,1.0,True,1391,592,1552,790
73.0,2190,7,lateral_movement,1.0,False,1650,650,1919,1075
74.0,2220,1,lateral_movement,0.599,False,66,629,410,1077
74.0,2220,2,head_turn,0.796,False,451,552,697,772
74.0,2220,3,normal,0.819,False,602,640,873,982
74.0,2220,4,lateral_movement,0.651,True,883,567,1136,790
74.0,2220,5,normal,0.996,False,1151,639,1462,1020
74.0,2220,8,normal,0.999,True,1382,593,1551,790
74.0,2220,7,lateral_movement,1.0,False,1670,654,1919,1074
75.0,2250,1,lateral_movement,0.791,False,78,624,411,1077
75.0,2250,2,head_turn,0.709,True,451,558,696,767
75.0,2250,3,normal,0.94,False,601,636,879,982
75.0,2250,4,lateral_movement,0.74,True,883,566,1136,791
75.0,2250,5,normal,0.998,False,1140,650,1464,1022
75.0,2250,8,normal,1.0,True,1325,592,1551,788
75.0,2250,7,normal,1.0,False,1669,657,1919,1074
76.0,2280,1,head_turn,0.526,False,23,624,411,1079
76.0,2280,2,head_turn,0.734,True,452,561,697,768
76.0,2280,3,normal,0.94,False,600,638,880,982
